company_id,company_name,category,period,period_idx,revenue,cost_of_goods_sold,operating_expenses,net_income,cash,accounts_receivable,inventory,accounts_payable,short_term_debt,long_term_debt,capital_expenditure,operating_cash_flow,investing_cash_flow,financing_cash_flow
C007,Pinnacle Bio,Growing,2023-Q4,20,397.79,172.07,107.92,87.94,730.22,85.22,27.9,36.19,14.34,17.03,29.68,98.5,-29.59,-13.15
C007,Pinnacle Bio,Growing,2024-Q1,21,435.83,185.86,119.62,97.36,805.56,105.74,30.31,49.93,14.34,17.03,21.67,111.41,-21.12,-14.95
C007,Pinnacle Bio,Growing,2024-Q2,22,509.7,219.13,141.05,111.74,897.9,141.15,33.11,48.56,14.34,17.03,20.88,128.55,-20.49,-15.72
C007,Pinnacle Bio,Growing,2024-Q3,23,518.93,217.7,139.49,120.9,987.1,116.3,53.9,56.64,14.34,17.03,33.42,140.39,-33.25,-17.94
C007,Pinnacle Bio,Growing,2024-Q4,24,508.46,215.37,141.32,113.42,1060.55,106.68,42.82,42.0,14.34,17.03,39.08,129.33,-38.37,-17.51
C008,Nexus Cloud Systems,Growing,2019-Q1,1,80.73,38.25,22.21,14.83,70.53,16.46,9.19,8.65,12.87,16.31,5.89,18.32,-4.55,-1.68
C008,Nexus Cloud Systems,Growing,2019-Q2,2,95.26,45.79,25.4,17.67,80.02,23.99,7.56,11.62,12.87,16.31,7.05,20.8,-6.99,-4.31
C008,Nexus Cloud Systems,Growing,2019-Q3,3,94.13,44.27,25.05,18.24,93.71,27.83,9.91,9.53,12.87,16.31,5.41,20.02,-4.25,-2.09
C008,Nexus Cloud Systems,Growing,2019-Q4,4,94.14,44.48,25.21,17.96,108.72,19.75,9.61,11.41,12.87,16.31,3.86,19.57,-3.74,-0.82
C008,Nexus Cloud Systems,Growing,2020-Q1,5,108.99,52.41,29.44,19.98,121.97,24.04,8.5,12.66,12.87,16.31,7.87,25.16,-7.07,-4.83
C008,Nexus Cloud Systems,Growing,2020-Q2,6,119.65,58.32,32.86,20.97,136.82,27.43,14.46,14.01,12.87,16.31,9.26,25.41,-8.04,-2.52
C008,Nexus Cloud Systems,Growing,2020-Q3,7,118.23,57.54,31.73,21.34,147.99,28.05,11.12,12.89,12.87,16.31,10.3,25.83,-9.94,-4.72
C008,Nexus Cloud Systems,Growing,2020-Q4,8,114.82,54.28,31.64,21.3,163.0,30.38,9.69,14.2,12.87,16.31,9.45,27.27,-8.07,-4.19
C008,Nexus Cloud Systems,Growing,2021-Q1,9,128.37,62.27,35.15,22.84,175.02,35.64,13.43,12.31,12.87,16.31,11.46,27.33,-10.05,-5.25
C008,Nexus Cloud Systems,Growing,2021-Q2,10,150.58,71.09,40.26,29.05,193.49,41.05,16.48,14.31,12.87,16.31,12.35,33.91,-11.25,-4.19
C008,Nexus Cloud Systems,Growing,2021-Q3,11,151.38,71.85,41.19,28.38,215.59,40.7,17.05,17.5,12.87,16.31,7.27,34.89,-6.57,-6.22
C008,Nexus Cloud Systems,Growing,2021-Q4,12,161.71,76.59,44.28,30.25,242.06,48.38,12.25,16.86,12.87,16.31,8.12,37.36,-7.29,-3.61
C008,Nexus Cloud Systems,Growing,2022-Q1,13,175.9,83.68,48.28,32.58,261.3,44.93,12.6,21.43,12.87,16.31,13.59,35.59,-13.29,-3.05
C008,Nexus Cloud Systems,Growing,2022-Q2,14,199.83,95.11,53.85,37.77,292.74,42.94,17.17,25.46,12.87,16.31,11.67,47.21,-11.0,-4.78
C008,Nexus Cloud Systems,Growing,2022-Q3,15,200.79,95.66,54.3,37.75,314.96,54.13,14.38,23.15,12.87,16.31,16.01,43.4,-15.87,-5.31
C008,Nexus Cloud Systems,Growing,2022-Q4,16,205.04,98.04,55.96,37.91,342.1,42.34,20.39,23.15,12.87,16.31,14.39,44.99,-13.37,-4.47
C008,Nexus Cloud Systems,Growing,2023-Q1,17,235.96,112.9,62.95,44.71,370.7,48.57,20.71,29.18,12.87,16.31,18.74,53.51,-17.97,-6.95
C008,Nexus Cloud Systems,Growing,2023-Q2,18,260.58,122.93,70.23,50.19,405.6,63.43,19.53,24.84,12.87,16.31,20.01,59.21,-18.51,-5.8
C008,Nexus Cloud Systems,Growing,2023-Q3,19,252.63,121.54,69.34,45.93,434.56,53.52,23.21,32.08,12.87,16.31,17.33,53.56,-16.45,-8.15
C008,Nexus Cloud Systems,Growing,2023-Q4,20,264.54,125.89,71.31,50.13,469.14,53.6,19.19,33.13,12.87,16.31,17.43,57.33,-16.99,-5.76
C008,Nexus Cloud Systems,Growing,2024-Q1,21,293.92,142.74,80.85,52.37,510.57,64.25,32.87,32.23,12.87,16.31,13.72,61.97,-13.6,-6.94
C008,Nexus Cloud Systems,Growing,2024-Q2,22,314.84,150.63,85.22,58.87,558.53,85.94,34.13,29.51,12.87,16.31,14.72,69.75,-13.6,-8.2
C008,Nexus Cloud Systems,Growing,2024-Q3,23,313.47,148.56,84.2,60.15,601.15,91.1,25.99,30.78,12.87,16.31,19.59,71.81,-18.42,-10.76
C008,Nexus Cloud Systems,Growing,2024-Q4,24,310.06,148.29,82.57,59.02,644.77,63.95,35.69,28.76,12.87,16.31,18.78,69.13,-18.25,-7.25
C009,Titan Heavy Industries,Growing,2019-Q1,1,56.32,28.49,13.65,10.34,63.32,14.95,4.84,6.74,5.52,18.38,4.99,11.76,-4.08,-2.15
C009,Titan Heavy Industries,Growing,2019-Q2,2,62.03,30.31,14.97,12.27,73.42,13.8,5.31,8.03,5.52,18.38,4.1,14.43,-3.93,-0.4
C009,Titan Heavy Industries,Growing,2019-Q3,3,61.9,30.98,15.18,11.52,79.58,12.88,6.07,7.08,5.52,18.38,5.4,11.33,-4.13,-1.05
C009,Titan Heavy Industries,Growing,2019-Q4,4,62.32,30.89,15.2,11.88,85.47,16.52,6.32,5.75,5.52,18.38,5.01,13.78,-4.32,-3.57
C009,Titan Heavy Industries,Growing,2020-Q1,5,69.46,34.14,16.78,13.62,94.26,16.19,7.71,7.92,5.52,18.38,5.83,13.86,-4.51,-0.56
C009,Titan Heavy Industries,Growing,2020-Q2,6,79.86,39.22,19.51,15.55,103.68,23.84,8.91,7.17,5.52,18.38,5.05,15.29,-3.68,-2.18
C009,Titan Heavy Industries,Growing,2020-Q3,7,78.15,39.03,19.38,14.52,113.0,18.6,8.88,10.79,5.52,18.38,5.17,15.06,-4.74,-1.01
C009,Titan Heavy Industries,Growing,2020-Q4,8,78.34,39.0,19.28,14.75,126.51,21.92,7.39,10.59,5.52,18.38,3.75,17.26,-2.71,-1.04
C009,Titan Heavy Industries,Growing,2021-Q1,9,90.97,45.89,22.07,16.97,133.58,27.14,7.53,9.19,5.52,18.38,7.71,17.72,-6.72,-3.94
C009,Titan Heavy Industries,Growing,2021-Q2,10,101.61,50.31,24.99,19.44,146.72,21.17,11.99,13.1,5.52,18.38,8.98,22.47,-8.35,-0.98
C009,Titan Heavy Industries,Growing,2021-Q3,11,105.54,51.68,26.23,20.43,163.22,25.62,8.59,9.37,5.52,18.38,7.0,23.93,-5.93,-1.5
C009,Titan Heavy Industries,Growing,2021-Q4,12,110.07,53.71,27.2,21.58,177.12,24.08,12.67,14.07,5.52,18.38,8.31,25.09,-7.84,-3.35
C009,Titan Heavy Industries,Growing,2022-Q1,13,124.31,61.35,30.43,24.11,191.54,35.16,11.26,12.11,5.52,18.38,10.11,29.04,-9.96,-4.66
C009,Titan Heavy Industries,Growing,2022-Q2,14,145.7,71.28,35.45,28.94,213.87,35.7,16.03,17.47,5.52,18.38,8.4,33.92,-7.13,-4.46
C009,Titan Heavy Industries,Growing,2022-Q3,15,146.76,71.75,36.18,28.83,230.31,34.12,15.69,13.42,5.52,18.38,12.15,31.22,-11.81,-2.98
C009,Titan Heavy Industries,Growing,2022-Q4,16,147.7,72.66,36.36,28.71,252.27,39.79,14.62,15.3,5.52,18.38,6.15,31.35,-5.7,-3.69
C009,Titan Heavy Industries,Growing,2023-Q1,17,170.99,85.43,41.46,32.79,274.26,49.71,18.54,20.17,5.52,18.38,10.66,35.43,-9.97,-3.46
C009,Titan Heavy Industries,Growing,2023-Q2,18,196.94,97.93,47.98,37.98,294.89,58.63,15.77,21.77,5.52,18.38,15.16,40.99,-13.79,-6.58
C009,Titan Heavy Industries,Growing,2023-Q3,19,195.73,98.75,48.41,36.15,322.34,54.9,14.99,27.28,5.52,18.38,10.81,43.32,-9.57,-6.3
C009,Titan Heavy Industries,Growing,2023-Q4,20,200.38,100.94,48.3,38.07,350.72,54.18,20.6,19.14,5.52,18.38,8.14,42.32,-7.44,-6.51
C009,Titan Heavy Industries,Growing,2024-Q1,21,217.08,106.88,53.66,42.11,378.92,44.46,25.68,28.35,5.52,18.38,15.12,49.56,-13.78,-7.58
C009,Titan Heavy Industries,Growing,2024-Q2,22,250.8,122.39,60.76,50.45,410.34,70.09,18.78,29.16,5.52,18.38,20.76,60.72,-19.98,-9.31
C009,Titan Heavy Industries,Growing,2024-Q3,23,254.82,124.53,61.37,51.4,446.69,74.14,27.01,32.74,5.52,18.38,17.48,61.04,-16.7,-7.99
C009,Titan Heavy Industries,Growing,2024-Q4,24,263.83,129.99,64.42,51.77,480.84,73.18,27.32,35.0,5.52,18.38,18.56,59.17,-17.61,-7.4
C010,Aura Consumer Goods,Growing,2019-Q1,1,104.46,47.6,21.77,25.91,54.25,27.52,7.48,9.78,9.88,23.04,6.65,27.7,-6.58,-5.33
C010,Aura Consumer Goods,Growing,2019-Q2,2,118.04,52.79,25.06,29.74,77.2,27.52,10.46,10.54,9.88,23.04,6.38,33.41,-6.07,-4.39
C010,Aura Consumer Goods,Growing,2019-Q3,3,115.84,52.9,24.2,28.64,98.07,29.11,9.49,14.45,9.88,23.04,5.14,30.93,-4.21,-5.84
C010,Aura Consumer Goods,Growing,2019-Q4,4,111.82,50.15,23.3,28.37,122.73,32.14,10.0,12.55,9.88,23.04,5.21,34.12,-4.8,-4.68
C010,Aura Consumer Goods,Growing,2020-Q1,5,118.41,54.3,24.88,29.01,144.05,30.88,9.83,14.25,9.88,23.04,9.6,34.73,-9.6,-3.81
C010,Aura Consumer Goods,Growing,2020-Q2,6,125.76,55.73,25.95,32.66,165.33,25.9,11.72,13.86,9.88,23.04,7.44,33.46,-6.76,-5.42
C010,Aura Consumer Goods,Growing,2020-Q3,7,123.77,56.41,25.34,31.1,187.59,25.75,10.46,15.47,9.88,23.04,9.15,35.16,-8.61,-4.29
C010,Aura Consumer Goods,Growing,2020-Q4,8,118.65,52.49,24.85,30.57,212.06,34.57,11.09,14.03,9.88,23.04,5.46,34.9,-4.11,-6.32
C010,Aura Consumer Goods,Growing,2021-Q1,9,128.14,56.69,26.61,33.22,235.05,29.41,11.26,13.48,9.88,23.04,5.91,33.68,-5.08,-5.61
C010,Aura Consumer Goods,Growing,2021-Q2,10,143.0,65.12,29.97,35.52,263.8,40.69,14.28,14.52,9.88,23.04,7.69,40.16,-7.23,-4.17
C010,Aura Consumer Goods,Growing,2021-Q3,11,147.22,67.29,31.11,36.21,291.91,42.94,12.99,14.26,9.88,23.04,8.62,40.43,-7.72,-4.61
C010,Aura Consumer Goods,Growing,2021-Q4,12,144.19,65.56,29.89,36.15,318.64,31.25,12.66,12.73,9.88,23.04,8.26,42.08,-8.03,-7.32
C010,Aura Consumer Goods,Growing,2022-Q1,13,167.02,74.89,34.2,43.04,352.52,40.25,13.56,18.55,9.88,23.04,9.73,47.78,-9.4,-4.5
C010,Aura Consumer Goods,Growing,2022-Q2,14,193.22,87.03,40.56,48.82,380.6,41.36,17.28,15.9,9.88,23.04,17.04,53.72,-16.47,-9.17
C010,Aura Consumer Goods,Growing,2022-Q3,15,190.82,84.93,39.0,49.76,421.93,52.59,16.63,17.74,9.88,23.04,8.74,56.84,-7.31,-8.21
C010,Aura Consumer Goods,Growing,2022-Q4,16,186.26,85.35,38.96,46.05,457.37,52.65,21.2,17.83,9.88,23.04,11.08,53.49,-10.5,-7.55
C010,Aura Consumer Goods,Growing,2023-Q1,17,200.86,90.83,41.92,50.68,492.18,55.48,21.2,20.35,9.88,23.04,10.64,54.52,-10.35,-9.37
C010,Aura Consumer Goods,Growing,2023-Q2,18,224.36,100.6,46.31,57.68,537.88,66.56,20.7,21.6,9.88,23.04,10.54,63.72,-9.87,-8.15
C010,Aura Consumer Goods,Growing,2023-Q3,19,206.07,94.82,43.59,50.34,571.75,54.06,19.62,22.95,9.88,23.04,12.31,53.78,-12.26,-7.65
C010,Aura Consumer Goods,Growing,2023-Q4,20,201.63,91.14,41.55,51.3,605.07,59.76,21.96,22.99,9.88,23.04,16.84,56.49,-16.64,-6.53
C010,Aura Consumer Goods,Growing,2024-Q1,21,226.85,101.45,47.97,57.67,649.82,66.79,16.73,22.95,9.88,23.04,14.56,66.31,-13.26,-8.3
C010,Aura Consumer Goods,Growing,2024-Q2,22,249.89,112.2,51.62,64.15,696.79,55.06,25.38,24.53,9.88,23.04,16.15,70.41,-15.28,-8.16
C010,Aura Consumer Goods,Growing,2024-Q3,23,247.03,112.93,52.01,61.16,734.29,63.57,27.74,22.59,9.88,23.04,20.43,65.06,-19.77,-7.79
C010,Aura Consumer Goods,Growing,2024-Q4,24,245.69,112.61,50.29,61.69,772.25,70.84,21.94,26.02,9.88,23.04,21.21,68.48,-21.18,-9.35
C011,Sterling Retail,Stable,2019-Q1,1,126.73,73.46,32.23,15.17,54.79,37.99,15.99,19.31,13.59,36.09,5.16,17.81,-4.05,-0.94
C011,Sterling Retail,Stable,2019-Q2,2,133.71,76.85,34.19,16.39,62.69,36.82,17.44,18.89,13.59,36.09,11.0,22.09,-10.08,-4.1
C011,Sterling Retail,Stable,2019-Q3,3,125.03,70.91,32.31,15.75,72.81,25.83,13.11,13.55,13.59,36.09,10.93,21.47,-10.82,-0.54
C011,Sterling Retail,Stable,2019-Q4,4,119.31,67.98,30.7,14.86,85.02,24.78,13.6,17.64,13.59,36.09,5.07,19.79,-4.96,-2.62
C011,Sterling Retail,Stable,2020-Q1,5,125.13,70.61,32.86,15.64,94.1,36.65,13.45,19.11,13.59,36.09,7.99,18.51,-7.65,-1.78
C011,Sterling Retail,Stable,2020-Q2,6,131.71,76.41,34.31,15.13,105.85,31.05,16.41,14.69,13.59,36.09,8.58,21.58,-7.91,-1.93
C011,Sterling Retail,Stable,2020-Q3,7,123.8,70.99,31.78,15.16,116.01,33.6,16.49,18.49,13.59,36.09,8.17,19.29,-7.96,-1.17
C011,Sterling Retail,Stable,2020-Q4,8,118.88,67.05,30.83,15.13,119.17,27.15,10.96,16.29,13.59,36.09,9.2,16.16,-8.73,-4.27
C011,Sterling Retail,Stable,2021-Q1,9,126.09,71.14,32.98,15.87,124.26,26.01,16.64,12.83,13.59,36.09,9.71,18.31,-9.24,-3.97
C011,Sterling Retail,Stable,2021-Q2,10,135.84,76.89,34.91,17.41,138.1,38.61,13.94,19.91,13.59,36.09,8.38,23.95,-7.01,-3.1
C011,Sterling Retail,Stable,2021-Q3,11,129.92,73.63,33.88,16.2,150.18,35.13,11.08,14.48,13.59,36.09,9.53,21.55,-8.08,-1.39
C011,Sterling Retail,Stable,2021-Q4,12,131.32,76.1,34.34,15.05,164.76,30.18,12.22,19.65,13.59,36.09,5.57,20.03,-5.03,-0.43
C011,Sterling Retail,Stable,2022-Q1,13,130.05,73.9,33.34,16.49,179.1,30.8,13.82,13.69,13.59,36.09,7.91,22.1,-6.68,-1.07
C011,Sterling Retail,Stable,2022-Q2,14,140.1,78.84,36.57,17.91,188.91,34.64,18.76,15.89,13.59,36.09,9.86,23.37,-9.42,-4.14
C011,Sterling Retail,Stable,2022-Q3,15,139.32,78.72,36.35,17.57,201.76,33.37,17.42,15.74,13.59,36.09,7.57,24.28,-7.02,-4.4
C011,Sterling Retail,Stable,2022-Q4,16,136.22,76.34,35.36,17.78,211.18,30.89,17.83,13.85,13.59,36.09,7.75,21.3,-7.72,-4.17
C011,Sterling Retail,Stable,2023-Q1,17,146.26,82.94,37.99,18.39,224.76,37.96,12.52,18.78,13.59,36.09,9.65,25.73,-8.63,-3.51
C011,Sterling Retail,Stable,2023-Q2,18,145.22,83.57,38.08,17.06,229.23,36.61,20.69,16.09,13.59,36.09,11.4,18.73,-10.19,-4.08
C011,Sterling Retail,Stable,2023-Q3,19,143.2,81.58,36.92,17.92,236.43,33.96,12.25,17.13,13.59,36.09,12.7,23.23,-11.43,-4.59
C011,Sterling Retail,Stable,2023-Q4,20,133.74,77.35,35.09,15.37,246.06,37.19,15.14,17.0,13.59,36.09,5.79,18.4,-5.45,-3.32
C011,Sterling Retail,Stable,2024-Q1,21,151.67,86.25,38.65,19.47,259.75,44.86,21.07,22.3,13.59,36.09,10.2,27.06,-8.75,-4.62
C011,Sterling Retail,Stable,2024-Q2,22,162.8,92.18,41.77,21.03,274.57,35.75,15.12,22.33,13.59,36.09,11.22,27.73,-11.0,-1.91
C011,Sterling Retail,Stable,2024-Q3,23,150.03,86.0,38.55,18.5,281.38,35.19,20.79,17.98,13.59,36.09,12.68,22.95,-11.62,-4.53
C011,Sterling Retail,Stable,2024-Q4,24,149.94,84.15,38.13,20.14,296.21,39.45,16.39,16.28,13.59,36.09,9.97,27.46,-9.61,-3.02
C012,Frontier Aerospace,Stable,2019-Q1,1,122.91,63.66,38.19,15.24,55.65,36.64,14.6,16.89,15.47,28.66,10.82,18.27,-10.52,-0.48
C012,Frontier Aerospace,Stable,2019-Q2,2,130.04,69.95,40.19,14.37,63.85,38.77,14.48,14.41,15.47,28.66,9.06,18.81,-8.95,-1.67
C012,Frontier Aerospace,Stable,2019-Q3,3,125.0,66.61,37.79,14.89,73.23,30.96,14.78,13.64,15.47,28.66,9.17,20.27,-8.92,-1.97
C012,Frontier Aerospace,Stable,2019-Q4,4,118.29,63.07,36.25,13.67,85.51,23.8,9.52,13.6,15.47,28.66,6.08,20.58,-5.13,-3.16
C012,Frontier Aerospace,Stable,2020-Q1,5,129.94,69.17,39.18,15.64,98.54,31.56,10.58,15.78,15.47,28.66,5.97,21.32,-5.53,-2.75
C012,Frontier Aerospace,Stable,2020-Q2,6,136.72,73.33,42.73,14.94,108.28,27.96,16.58,15.92,15.47,28.66,10.62,19.43,-9.25,-0.44
C012,Frontier Aerospace,Stable,2020-Q3,7,122.55,65.39,37.19,14.43,117.16,31.42,12.15,16.06,15.47,28.66,6.08,17.33,-4.7,-3.76
C012,Frontier Aerospace,Stable,2020-Q4,8,119.39,62.99,36.18,14.61,131.41,24.34,9.68,12.44,15.47,28.66,6.46,21.15,-5.04,-1.86
C012,Frontier Aerospace,Stable,2021-Q1,9,135.32,71.42,41.9,15.94,142.96,30.89,13.24,19.24,15.47,28.66,11.45,23.65,-10.82,-1.27
C012,Frontier Aerospace,Stable,2021-Q2,10,137.59,72.5,42.16,16.63,148.36,30.33,15.16,14.4,15.47,28.66,11.39,20.68,-11.07,-4.21
C012,Frontier Aerospace,Stable,2021-Q3,11,120.46,64.33,37.41,13.48,160.97,28.09,14.11,16.54,15.47,28.66,5.73,18.9,-4.42,-1.87
C012,Frontier Aerospace,Stable,2021-Q4,12,114.6,59.92,35.02,14.19,166.27,23.35,9.75,15.37,15.47,28.66,6.97,15.39,-6.19,-3.91
C012,Frontier Aerospace,Stable,2022-Q1,13,118.69,61.93,35.65,15.28,176.32,32.39,15.28,12.54,15.47,28.66,9.15,20.53,-7.88,-2.6
C012,Frontier Aerospace,Stable,2022-Q2,14,122.48,64.1,37.28,15.28,185.74,33.23,14.85,12.7,15.47,28.66,10.42,18.98,-9.21,-0.35
C012,Frontier Aerospace,Stable,2022-Q3,15,114.19,60.45,35.22,13.33,192.96,23.73,12.36,15.17,15.47,28.66,9.02,15.56,-8.15,-0.19
C012,Frontier Aerospace,Stable,2022-Q4,16,112.58,58.29,34.18,14.52,206.69,29.29,10.47,14.66,15.47,28.66,5.08,20.18,-4.31,-2.14
C012,Frontier Aerospace,Stable,2023-Q1,17,122.68,65.56,37.9,13.86,215.2,33.3,12.86,17.84,15.47,28.66,9.38,19.58,-8.09,-2.98
C012,Frontier Aerospace,Stable,2023-Q2,18,130.12,69.48,39.4,15.38,226.71,30.52,12.75,19.31,15.47,28.66,9.77,22.25,-8.68,-2.06
C012,Frontier Aerospace,Stable,2023-Q3,19,123.49,64.83,37.34,15.44,232.18,34.41,14.49,14.16,15.47,28.66,10.12,17.07,-10.1,-1.5
C012,Frontier Aerospace,Stable,2023-Q4,20,119.12,64.02,36.42,13.46,237.84,26.62,14.11,16.75,15.47,28.66,10.52,18.11,-10.45,-2.0
C012,Frontier Aerospace,Stable,2024-Q1,21,130.16,67.78,40.37,15.96,251.84,33.23,12.85,13.09,15.47,28.66,6.23,22.99,-5.77,-3.23
C012,Frontier Aerospace,Stable,2024-Q2,22,140.56,75.24,43.38,15.9,258.92,39.31,13.17,18.25,15.47,28.66,11.48,21.54,-10.12,-4.34
C012,Frontier Aerospace,Stable,2024-Q3,23,131.95,69.74,40.1,16.03,265.13,30.44,12.92,16.89,15.47,28.66,10.11,19.85,-9.51,-4.13
C012,Frontier Aerospace,Stable,2024-Q4,24,125.33,66.86,38.08,14.74,274.19,30.49,14.61,14.26,15.47,28.66,7.36,16.65,-5.94,-1.64
C013,Omni Financial,Stable,2019-Q1,1,126.91,67.25,34.83,18.17,71.63,31.97,11.29,18.63,11.01,25.56,7.64,20.03,-6.53,-1.91
C013,Omni Financial,Stable,2019-Q2,2,129.74,67.24,36.01,19.41,86.48,31.11,11.86,13.48,11.01,25.56,6.93,23.63,-6.5,-2.28
C013,Omni Financial,Stable,2019-Q3,3,124.49,63.63,34.18,19.56,98.98,36.74,11.44,12.04,11.01,25.56,8.86,24.26,-7.89,-3.86
C013,Omni Financial,Stable,2019-Q4,4,120.11,61.23,34.17,18.08,113.22,27.03,13.32,15.35,11.01,25.56,6.68,22.84,-6.28,-2.32
C013,Omni Financial,Stable,2020-Q1,5,128.8,67.2,36.26,18.55,129.56,34.52,12.82,12.2,11.01,25.56,6.78,23.4,-6.11,-0.95
C013,Omni Financial,Stable,2020-Q2,6,139.64,72.31,39.53,20.4,142.63,30.56,15.71,20.08,11.01,25.56,5.64,22.76,-4.99,-4.69
C013,Omni Financial,Stable,2020-Q3,7,134.89,69.95,37.31,20.28,155.28,32.84,15.55,12.65,11.01,25.56,9.53,25.29,-8.58,-4.07
C013,Omni Financial,Stable,2020-Q4,8,129.36,67.83,35.54,19.04,165.43,28.45,16.13,17.22,11.01,25.56,6.78,20.39,-6.46,-3.77
C013,Omni Financial,Stable,2021-Q1,9,146.65,76.57,41.24,21.18,179.89,30.52,18.77,20.2,11.01,25.56,11.9,27.96,-10.5,-3.0
C013,Omni Financial,Stable,2021-Q2,10,156.3,80.28,43.85,23.67,195.24,42.87,17.97,18.64,11.01,25.56,9.15,26.34,-7.77,-3.21
C013,Omni Financial,Stable,2021-Q3,11,141.99,73.43,40.28,20.75,211.82,37.86,16.8,16.55,11.01,25.56,7.44,26.37,-6.38,-3.4
C013,Omni Financial,Stable,2021-Q4,12,136.54,70.82,38.36,20.06,222.98,40.09,11.08,18.59,11.01,25.56,8.49,23.42,-8.46,-3.81
C013,Omni Financial,Stable,2022-Q1,13,144.35,75.02,41.0,20.79,237.73,30.39,16.99,16.58,11.01,25.56,7.65,26.64,-7.41,-4.48
C013,Omni Financial,Stable,2022-Q2,14,155.25,79.33,42.81,24.38,257.31,41.36,18.89,20.74,11.01,25.56,7.07,30.63,-6.63,-4.42
C013,Omni Financial,Stable,2022-Q3,15,149.02,77.58,41.38,22.09,267.86,35.08,18.07,20.09,11.01,25.56,12.77,25.9,-11.34,-4.01
C013,Omni Financial,Stable,2022-Q4,16,135.13,69.85,37.75,20.2,279.31,39.74,16.6,13.29,11.01,25.56,9.14,24.09,-8.39,-4.25
C013,Omni Financial,Stable,2023-Q1,17,147.64,77.8,41.83,20.56,289.93,40.58,15.09,18.75,11.01,25.56,10.88,23.54,-10.61,-2.31
C013,Omni Financial,Stable,2023-Q2,18,162.74,83.69,44.76,25.27,306.05,35.24,12.57,21.08,11.01,25.56,10.7,32.03,-10.46,-5.46
C013,Omni Financial,Stable,2023-Q3,19,154.46,79.84,42.46,23.67,322.64,34.33,16.12,19.22,11.01,25.56,6.62,27.24,-6.04,-4.61
C013,Omni Financial,Stable,2023-Q4,20,149.15,76.67,42.42,22.09,337.93,39.02,15.77,16.99,11.01,25.56,10.0,26.75,-8.95,-2.5
C013,Omni Financial,Stable,2024-Q1,21,160.97,83.39,45.62,23.51,355.72,42.36,16.95,15.97,11.01,25.56,7.38,29.62,-6.88,-4.96
C013,Omni Financial,Stable,2024-Q2,22,166.46,87.21,45.94,24.53,373.18,39.81,20.89,17.48,11.01,25.56,10.15,30.09,-10.12,-2.51
C013,Omni Financial,Stable,2024-Q3,23,159.09,82.91,44.66,23.19,391.5,42.77,14.54,15.01,11.01,25.56,10.62,29.89,-9.37,-2.19
C013,Omni Financial,Stable,2024-Q4,24,148.28,78.15,41.39,21.1,401.43,34.6,17.91,17.59,11.01,25.56,12.27,24.17,-10.95,-3.3
C014,Atlas Infrastructure,Stable,2019-Q1,1,88.39,52.26,27.2,6.12,44.71,23.41,8.23,11.37,10.67,37.55,5.45,11.21,-3.96,-0.68
C014,Atlas Infrastructure,Stable,2019-Q2,2,88.39,50.93,27.37,6.99,49.27,20.78,9.54,9.52,10.67,37.55,5.59,9.49,-4.5,-0.42
C014,Atlas Infrastructure,Stable,2019-Q3,3,85.92,49.83,26.37,6.71,50.81,24.1,11.33,11.7,10.67,37.55,6.73,7.27,-5.85,0.12
C014,Atlas Infrastructure,Stable,2019-Q4,4,78.88,46.24,25.0,5.15,51.86,19.86,7.59,11.43,10.67,37.55,6.08,8.87,-5.83,-1.99
C014,Atlas Infrastructure,Stable,2020-Q1,5,85.57,50.47,27.07,5.44,54.2,22.22,10.87,13.57,10.67,37.55,6.13,9.16,-5.89,-0.92
C014,Atlas Infrastructure,Stable,2020-Q2,6,92.95,54.41,28.84,6.69,57.34,20.47,9.87,11.11,10.67,37.55,5.69,8.44,-4.33,-0.98
C014,Atlas Infrastructure,Stable,2020-Q3,7,86.25,50.7,27.18,5.7,56.78,24.12,8.98,12.64,10.67,37.55,7.5,7.54,-6.55,-1.56
C014,Atlas Infrastructure,Stable,2020-Q4,8,85.65,49.25,26.49,6.85,60.45,23.08,8.46,11.8,10.67,37.55,6.26,8.62,-5.04,0.08
C014,Atlas Infrastructure,Stable,2021-Q1,9,90.19,51.48,28.47,7.1,64.99,21.36,9.95,9.43,10.67,37.55,3.76,9.07,-2.44,-2.09
C014,Atlas Infrastructure,Stable,2021-Q2,10,98.31,57.19,30.22,7.6,75.21,26.22,10.43,15.43,10.67,37.55,5.53,13.55,-4.18,0.84
C014,Atlas Infrastructure,Stable,2021-Q3,11,94.68,54.4,29.74,7.33,79.28,19.57,8.68,15.23,10.67,37.55,7.33,9.86,-6.12,0.33
C014,Atlas Infrastructure,Stable,2021-Q4,12,90.81,53.75,28.14,6.11,81.15,18.53,10.27,10.37,10.67,37.55,5.27,6.62,-4.09,-0.65
C014,Atlas Infrastructure,Stable,2022-Q1,13,100.78,57.86,30.94,8.4,82.17,27.86,12.29,14.83,10.67,37.55,8.25,9.35,-7.32,-1.01
C014,Atlas Infrastructure,Stable,2022-Q2,14,103.78,60.53,32.97,7.13,87.9,26.85,12.6,16.89,10.67,37.55,6.45,12.62,-5.39,-1.51
C014,Atlas Infrastructure,Stable,2022-Q3,15,100.43,59.28,31.99,6.29,93.3,23.52,12.02,11.93,10.67,37.55,8.94,13.1,-7.97,0.27
C014,Atlas Infrastructure,Stable,2022-Q4,16,91.46,53.54,28.75,6.3,97.89,18.78,10.47,13.25,10.67,37.55,5.36,10.82,-3.95,-2.28
